0,0,8,12,-1,-1,-1,-1,-1,-1
1,0.054027,8,12,-1,-1,-1,-1,-1,-1
2,0.361423,1576,6474,-1,-1,-1,-1,-1,-1
3,0.255286,1576,6474,-1,-1,-1,-1,-1,-1
4,0.087063,4378,10206,-1,-1,-1,-1,-1,-1
5,0.988467,9908,51094,-1,-1,-1,-1,-1,-1
6,0.024214,9908,51094,0.00589413,0.501176,2.97386,2.21277,531.55,7.4051
8,0.5485,2007,10088,0.189458,0.705832,2.87642,1.84588,9.65814,4.2059
7,0.016989,5039,23637,0.160434,0.702064,2.87642,1.87796,10.0159,4.30413
8,0.089002,2607,12580,0.226696,0.755482,2.73773,1.80331,9.30111,3.93303
9,0.052793,2607,12497,0.226696,0.763643,2.6871,1.78291,7.52935,3.8907
10,0.100481,2607,12497,0.283082,0.792685,2.65235,1.76508,6.75442,3.73277
8,0.02611,2442,11588,0.297165,0.799954,2.59619,1.75916,6.72862,3.70652
12,0.011422,1311,5727,0.355935,0.813515,2.57564,1.74918,6.08718,3.6758
13,-1,0,-1,-1,-1,-1,-1,-1,-1
